country	USA	#A18362
country	CAN	#3A635D
state	USA/Wisconsin	#A18362
state	USA/NY	#3A635D
state	USA/CT	#4E847C
state	USA/VT	#62A69C
state	USA/MA	#81B7AF
state	USA/NJ	#8CA049
state	CAN/NovaScotia	#C9E569
state	CAN/Ontario	#76A0EC
state	CAN/NewBrunswick	#771911
state	USA/ME	#924740
state	USA/MI	#C1E5BB
state	USA/NH	#E7B98A
state	USA/PA	#DB8E8C
state	CAN/Quebec	#CE9EFF
state	USA/RI	#C6A2F9
state	USA/VA	#B7D3DE
